         57347559 function calls (56106207 primitive calls) in 92.745 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.019    0.019 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_ccallback.py:1(<module>)
     4352    0.001    0.000    0.019    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axis.py:1932(set_minor_formatter)
73181/72008    0.018    0.000    0.019    0.000 {built-in method _abc._abc_subclasscheck}
  928/921    0.006    0.000    0.019    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.018    0.018 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/ndimage/_support_alternative_backends.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/config.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/widgets/widgets.py:1(<module>)
     2176    0.004    0.000    0.018    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/_pylab_helpers.py:104(_set_new_active_manager)
      128    0.000    0.000    0.018    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:970(parse)
        1    0.000    0.000    0.018    0.018 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/__init__.py:1(<module>)
  843/128    0.002    0.000    0.018    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:451(_parse_sub)
     5440    0.009    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/collections.py:689(_bcast_lwls)
 1263/211    0.006    0.000    0.017    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:511(_parse)
     1088    0.002    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colorizer.py:249(set_clim)
   209120    0.017    0.000    0.017    0.000 {built-in method builtins.id}
    41344    0.009    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:3771(_get_data)
     2176    0.004    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colorizer.py:226(_set_cmap)
   157760    0.016    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:723(get_figure)
    78270    0.012    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:129(__hash__)
   122944    0.017    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:297(axes)
     4352    0.003    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:848(set_clip_path)
        1    0.000    0.000    0.017    0.017 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/f2py/crackfortran.py:1(<module>)
     4808    0.013    0.000    0.017    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:3016(__init__)
     2176    0.004    0.000    0.017    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/figure.py:772(_add_axes_internal)
     4442    0.002    0.000    0.016    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py:428(notify_all)
    58156    0.016    0.000    0.016    0.000 {built-in method builtins.max}
    45696    0.011    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/text.py:298(set_rotation_mode)
     4128    0.001    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colorizer.py:281(changed)
     1088    0.002    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/path.py:688(to_polygons)
     4352    0.007    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axis.py:1988(set_minor_locator)
    14144    0.008    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:541(set_hatch)
    17408    0.004    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:1744(sanitize_sequence)
     8733    0.016    0.000    0.016    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
    28796    0.008    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/numerictypes.py:289(issubclass_)
      238    0.000    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:998(isel)
     4586    0.003    0.000    0.016    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:277(_raw_path)
     4352    0.014    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:1709(__init__)
     2176    0.006    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/gridspec.py:736(__init__)
   130295    0.016    0.000    0.016    0.000 {built-in method builtins.issubclass}
     1134    0.001    0.000    0.016    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.016    0.016 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/environment.py:1(<module>)
     2176    0.001    0.000    0.016    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/figure.py:3328(add_axobserver)
    59174    0.016    0.000    0.016    0.000 {built-in method sys.intern}
     2176    0.001    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_base.py:3898(get_ybound)
     4352    0.015    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/ticker.py:2110(_staircase)
     2203    0.005    0.000    0.015    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2097(_signature_bound_method)
   114240    0.015    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:152(__init__)
     6528    0.003    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:766(set_clip_box)
    13060    0.009    0.000    0.015    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/weakref.py:367(__init__)
     7628    0.015    0.000    0.015    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.015    0.015 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/linalg/_eigen/__init__.py:1(<module>)
        1    0.000    0.000    0.015    0.015 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/core/__init__.py:1(<module>)
    87/46    0.000    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/xarray_plugin.py:167(_getitem)
      238    0.000    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:761(__getitem__)
     4352    0.002    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/markers.py:770(_set_tickup)
    26112    0.006    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/font_manager.py:1349(<genexpr>)
     2176    0.001    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:2190(vmax)
5440/5425    0.005    0.000    0.015    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:1471(getmaskarray)
    30508    0.007    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/PIL/_binary.py:111(o32be)
        1    0.000    0.000    0.014    0.014 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_linprog_ip.py:1(<module>)
     1134    0.005    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/_methods.py:99(_clip)
    16320    0.006    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:349(set_antialiased)
        1    0.000    0.000    0.014    0.014 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_linprog_util.py:1(<module>)
     4838    0.005    0.000    0.014    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py:398(notify)
     4352    0.002    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/markers.py:762(_set_tickright)
     4575    0.005    0.000    0.014    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:498(__init__)
     4352    0.002    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:2184(__init__)
     8704    0.003    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axis.py:753(get_transform)
     2866    0.001    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:75(token)
        1    0.000    0.000    0.014    0.014 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/optimize/_remove_redundancy.py:1(<module>)
    78336    0.014    0.000    0.014    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:3493(dtype)
       18    0.000    0.000    0.013    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataset.py:366(__init__)
        1    0.000    0.000    0.013    0.013 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/linalg/interpolative.py:1(<module>)
     2176    0.007    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/_asarray.py:27(require)
      174    0.000    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexes.py:1529(create_default_index_implicit)
    43520    0.009    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/text.py:1205(set_x)
   136/41    0.000    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:513(values)
    72950    0.013    0.000    0.013    0.000 {built-in method numpy.asanyarray}
       18    0.000    0.000    0.013    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/merge.py:1064(merge_data_and_coords)
     2866    0.002    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/lex.py:305(token)
       51    0.000    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataarray.py:1469(isel)
   136/41    0.000    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:288(_as_array_or_item)
     3711    0.000    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/api.py:180(_typeof)
   151427    0.013    0.000    0.013    0.000 {built-in method math.cos}
    53312    0.008    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:1408(getmask)
       18    0.000    0.000    0.013    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/merge.py:632(merge_core)
    26112    0.007    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/lines.py:1247(set_markeredgewidth)
    34816    0.008    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:158(__setitem__)
      128    0.000    0.000    0.013    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:576(_code)
     1088    0.001    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1418(__sub__)
    21760    0.011    0.000    0.013    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1836(is_separable)
       11    0.000    0.000    0.013    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/api.py:162(_typeof_locked)
       11    0.000    0.000    0.012    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:560(parse_type)
       11    0.000    0.000    0.012    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:563(parse_type_and_quals)
     2176    0.002    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/figure.py:2207(_set_artist_props)
       14    0.000    0.000    0.012    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:50(_get_parser)
        1    0.000    0.000    0.012    0.012 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:19(__init__)
        1    0.000    0.000    0.012    0.012 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/__init__.py:1(<module>)
    86/39    0.000    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:648(get_duck_array)
     7616    0.006    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/shape_base.py:21(atleast_1d)
    41344    0.008    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/text.py:321(set_antialiased)
5440/5433    0.003    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:1695(make_mask_none)
    43520    0.008    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/text.py:1216(set_y)
     3265    0.008    0.000    0.012    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/_ufunc_config.py:440(__enter__)
